,0,1,2,3,4,5,6
0,33033.0,41976.0,0,3,0,4,42855
1,41976.0,33033.0,0,3,0,2,0
2,28758.0,3697.0,0,1,0,18,0
3,20382.0,3697.0,0,1,0,18,0
4,443.0,56483.0,0,2,0,933,0
5,56483.0,443.0,0,2,0,197,0
6,56565.0,22223.0,0,8,0,137,1139
7,22223.0,56565.0,0,8,0,110,1125
8,47270.0,57812.0,0,8,0,148,1445
9,57812.0,47270.0,0,9,0,184,1304
10,28758.0,58275.0,0,9,0,149,2508
11,58275.0,28758.0,0,10,0,200,1248
12,59834.0,50251.0,0,8,0,185,2507
13,50251.0,59834.0,0,10,0,154,1511
14,29849.0,52948.0,0,11,0,163,2508
15,52948.0,29849.0,0,10,0,110,1304
16,57942.0,50736.0,0,5,0,58,0
17,57942.0,50745.0,0,5,0,59,0
18,47363.0,47260.0,0,10,0,230,2380
19,47260.0,47363.0,0,11,0,178,1525
20,29849.0,52951.0,0,11,0,186,2380
21,52951.0,29849.0,0,11,0,135,1304
22,443.0,3697.0,0,1,0,18,0
23,443.0,3697.0,0,1,0,18,0
24,443.0,56483.0,0,2,0,469,0
25,56483.0,443.0,0,2,0,149,0
26,55319.0,36825.0,0,245,0,21913,7240
27,36825.0,55319.0,0,15,0,9986,9948
28,40273.0,3697.0,0,30,0,1584,29420
29,33033.0,41976.0,0,48,0,2496,22440
30,41976.0,33033.0,0,50,0,3206,22524
31,63231.0,3697.0,0,5,0,90,20106
32,17685.0,3697.0,0,5,0,90,20105
33,8145.0,50361.0,0,154,0,47058,5815
34,50361.0,8145.0,0,205,0,6874,8084
35,55448.0,3697.0,0,1,0,18,0
36,16900.0,3697.0,0,1,0,18,0
37,443.0,3697.0,0,1,0,18,0
38,443.0,3697.0,0,1,0,18,0
39,55793.0,3697.0,0,5,0,90,20107
40,1272.0,3697.0,0,5,0,90,20107
41,55319.0,36825.0,0,85,0,24637,2173
42,36825.0,55319.0,0,232,0,3793,6203
43,40273.0,3697.0,0,26,0,1034,32031
44,33033.0,41976.0,0,11,0,318,26005
45,41976.0,33033.0,0,11,0,163,26111
46,50361.0,8145.0,0,139,0,2078,6536
47,8145.0,50361.0,0,191,0,8601,2797
48,35774.0,3697.0,0,1,0,18,0
49,41166.0,3697.0,0,1,0,18,0
50,443.0,3697.0,0,1,0,18,0
51,443.0,3697.0,0,1,0,18,0
52,443.0,56483.0,0,4,0,1834,10955
53,56483.0,443.0,0,4,0,394,10885
54,33033.0,41976.0,0,6,0,430,2622
55,41976.0,33033.0,0,6,0,57,2702
56,27663.0,3697.0,0,5,0,90,20123
57,50288.0,3697.0,0,5,0,90,20121
58,36825.0,55319.0,0,12,0,4096,8622
59,40273.0,3697.0,0,19,0,736,28560
60,12061.0,3697.0,0,1,0,18,0
61,23822.0,3697.0,0,1,0,18,0
62,33033.0,41976.0,0,3,0,93,0
63,41976.0,33033.0,0,3,0,53,280
64,55319.0,36825.0,0,85,0,35133,7929
65,50361.0,8145.0,0,107,0,5086,11778
66,8145.0,50361.0,0,252,0,45102,7561
67,443.0,3697.0,0,1,0,18,0
68,443.0,3697.0,0,1,0,18,0
69,33033.0,41976.0,0,3,0,93,0
70,41976.0,33033.0,0,3,0,53,255
71,19924.0,3697.0,0,5,0,90,20131
72,37796.0,3697.0,0,5,0,90,20130
73,36825.0,55319.0,0,186,0,6659,9742
74,15078.0,3697.0,0,1,0,18,0
75,49744.0,3697.0,0,1,0,18,0
76,33033.0,41976.0,0,6,0,97,251
77,41976.0,33033.0,0,6,0,161,1019
78,443.0,3697.0,0,1,0,18,0
79,443.0,3697.0,0,1,0,18,0
80,55319.0,36825.0,0,9,0,58013,2130
81,40273.0,3697.0,0,21,0,826,29831
82,50361.0,8145.0,0,172,0,6357,10974
83,8145.0,50361.0,0,108,0,34378,6088
84,40560.0,3697.0,0,5,0,90,20080
85,50088.0,3697.0,0,5,0,90,20080
86,36825.0,55319.0,0,79,0,9598,5876
87,53188.0,3697.0,0,1,0,18,0
88,62095.0,3697.0,0,1,0,18,0
89,33033.0,41976.0,0,8,0,521,14228
90,41976.0,33033.0,0,8,0,110,14502
91,443.0,3697.0,0,1,0,18,0
92,443.0,3697.0,0,1,0,18,0
93,55319.0,36825.0,0,109,0,44572,2154
94,40273.0,3697.0,0,21,0,826,29573
95,8145.0,50361.0,0,182,0,1712,2791
96,50361.0,8145.0,0,206,0,7067,7183
97,33033.0,41976.0,0,3,0,93,0
98,41976.0,33033.0,0,3,0,53,283
99,58229.0,3697.0,0,5,0,90,20040
100,51045.0,3697.0,0,5,0,90,20040
101,40273.0,3697.0,0,3,0,118,3212
102,36825.0,55319.0,0,24,0,8339,6135
103,55319.0,36825.0,0,95,0,37364,3755
104,8145.0,50361.0,0,183,0,11292,3883
105,50361.0,8145.0,0,213,0,6964,7961
106,33033.0,41976.0,0,3,0,337,0
107,41976.0,33033.0,0,3,0,4,0
108,36825.0,55319.0,0,76,0,9448,5617
109,55319.0,36825.0,0,149,0,64147,2142
110,8145.0,50361.0,0,241,0,23691,2838
111,50361.0,8145.0,0,248,0,7596,7069
112,33033.0,41976.0,0,5,0,122,0
113,41976.0,33033.0,0,5,0,24,385
114,36825.0,55319.0,0,77,0,9492,5343
115,55319.0,36825.0,0,147,0,2399,2162
116,50361.0,8145.0,0,214,0,7176,7424
117,8145.0,50361.0,0,203,0,26403,2765
118,33033.0,41976.0,0,2,0,335,0
119,41976.0,33033.0,0,2,0,4,0
120,36825.0,55319.0,0,81,0,9372,5495
121,55319.0,36825.0,0,196,0,10096,2077
122,8145.0,50361.0,0,30,0,50583,2795
123,50361.0,8145.0,0,132,0,5468,6203
124,36825.0,55319.0,0,250,0,7432,8007
125,55319.0,36825.0,0,138,0,59680,3012
126,8145.0,50361.0,0,203,0,23664,3122
127,50361.0,8145.0,0,223,0,7252,7342
128,33033.0,41976.0,0,3,0,337,1
129,41976.0,33033.0,0,3,0,4,0
130,36825.0,55319.0,0,16,0,8188,5300
131,55319.0,36825.0,0,3,0,64828,2106
132,8145.0,50361.0,0,109,0,35784,2801
133,50361.0,8145.0,0,157,0,6372,11369
134,36825.0,55319.0,0,206,0,7448,6688
